DATE,DEPTH,TP
16/03/2004,100,0.43
16/03/2004,2000,0.45
16/03/2004,2500,0.62
16/03/2004,1500,0.37
16/03/2004,1000,0.4
16/03/2004,500,0.41
15/04/2004,2500,0.37
15/04/2004,1000,0.32
15/04/2004,100,0.29
15/04/2004,1500,0.27
15/04/2004,500,0.29
15/04/2004,2000,0.34
11/05/2004,500,0.44
11/05/2004,2000,0.35
11/05/2004,100,0.45
11/05/2004,1500,0.44
11/05/2004,2500,0.63
11/05/2004,1000,0.44
21/06/2004,1500,0.53
21/06/2004,2500,0.67
21/06/2004,500,0.5
21/06/2004,2000,0.67
21/06/2004,1000,0.55
21/06/2004,100,0.63
13/07/2004,1000,0.43
13/07/2004,2500,1.03
13/07/2004,500,0.41
13/07/2004,1500,0.65
13/07/2004,2000,0.76
13/07/2004,100,0.37
10/08/2004,2000,0.49
10/08/2004,500,0.42
10/08/2004,1500,0.39
10/08/2004,1000,0.45
10/08/2004,2500,1.61
10/08/2004,100,0.46
13/09/2004,1000,1.03
13/09/2004,1500,2.04
13/09/2004,100,1.14
13/09/2004,2000,2.01
13/09/2004,2500,2.07
13/09/2004,500,1.15
13/10/2004,1000,1.44
13/10/2004,500,0.88
13/10/2004,2000,1.59
13/10/2004,2500,1.56
13/10/2004,1500,1.55
13/10/2004,100,0.97
09/11/2004,2500,1.45
09/11/2004,2000,1.02
09/11/2004,100,0.95
09/11/2004,1500,1.04
09/11/2004,1000,0.88
09/11/2004,500,0.97
15/12/2004,500,0.82
15/12/2004,2500,1.43
15/12/2004,100,0.82
15/12/2004,2000,0.82
15/12/2004,1000,0.81
15/12/2004,1500,0.94
18/01/2005,100,0.85
18/01/2005,2000,0.91
18/01/2005,2500,0.95
18/01/2005,500,0.89
18/01/2005,1000,0.91
18/01/2005,1500,0.96
22/02/2005,1500,0.87
22/02/2005,2500,1.02
22/02/2005,1000,0.88
22/02/2005,500,0.83
22/02/2005,2000,0.87
22/02/2005,100,0.8
29/03/2005,1500,
29/03/2005,2000,
29/03/2005,500,
29/03/2005,1000,
29/03/2005,2500,
29/03/2005,100,
26/04/2005,1000,0.48
26/04/2005,100,0.44
26/04/2005,500,0.57
26/04/2005,2500,1.24
26/04/2005,2000,0.8
26/04/2005,1500,0.5
20/05/2005,500,0.53
20/05/2005,2500,0.89
20/05/2005,2000,0.9
20/05/2005,1000,0.89
20/05/2005,100,0.46
20/05/2005,1500,0.84
21/06/2005,2500,1
21/06/2005,100,0.25
21/06/2005,2000,0.87
21/06/2005,1000,0.43
21/06/2005,1500,0.68
21/06/2005,500,0.33
28/07/2005,100,0.37
28/07/2005,1000,0.49
28/07/2005,500,0.4
28/07/2005,2500,1.99
28/07/2005,2000,1.16
28/07/2005,1500,0.69
11/08/2005,2000,2.56
11/08/2005,1000,0.44
11/08/2005,1500,0.65
11/08/2005,100,0.35
11/08/2005,2500,4.27
11/08/2005,500,0.35
14/09/2005,1500,0.81
14/09/2005,2500,9.1
14/09/2005,100,0.52
14/09/2005,1000,0.46
14/09/2005,2000,2.27
14/09/2005,500,0.53
26/10/2005,500,1.17
26/10/2005,2000,3.52
26/10/2005,2500,10.6
26/10/2005,100,1.04
26/10/2005,1000,1.08
26/10/2005,1500,1.4
15/11/2005,500,2.31
15/11/2005,1500,2.52
15/11/2005,1000,2.49
15/11/2005,2000,2.42
15/11/2005,100,2.13
15/11/2005,2500,1.48
13/12/2005,2000,1.64
13/12/2005,100,1.36
13/12/2005,1500,1.46
13/12/2005,2500,1.4
13/12/2005,500,1.6
13/12/2005,1000,1.48
17/01/2006,1500,1.37
17/01/2006,100,1.53
17/01/2006,1000,1.46
17/01/2006,2500,1.32
17/01/2006,2000,1.34
17/01/2006,500,1.47
14/02/2006,100,1.27
14/02/2006,2000,1.28
14/02/2006,1500,1.25
14/02/2006,1000,1.28
14/02/2006,2500,1.27
14/02/2006,500,1.3
14/03/2006,1000,0.68
14/03/2006,500,0.65
14/03/2006,2500,0.92
14/03/2006,2000,0.71
14/03/2006,1500,0.68
14/03/2006,100,0.66
21/04/2006,2500,0.92
21/04/2006,500,0.7
21/04/2006,1000,0.68
21/04/2006,2000,0.69
21/04/2006,1500,0.61
21/04/2006,100,0.61
17/05/2006,2000,0.71
17/05/2006,1500,0.46
17/05/2006,1000,0.61
17/05/2006,2500,1.13
17/05/2006,100,0.59
17/05/2006,500,0.61
21/06/2006,1000,0.59
21/06/2006,100,0.48
21/06/2006,2000,0.88
21/06/2006,1500,0.62
21/06/2006,2500,1.17
21/06/2006,500,0.46
27/07/2006,1000,0.67
27/07/2006,100,0.55
27/07/2006,2000,1.58
27/07/2006,1500,0.77
27/07/2006,2500,1.65
27/07/2006,500,0.49
17/08/2006,2500,1.97
17/08/2006,2000,1.3
17/08/2006,1000,1.03
17/08/2006,100,0.84
17/08/2006,1500,1.19
17/08/2006,500,0.78
20/09/2006,2000,4.15
20/09/2006,2500,3.46
20/09/2006,1500,0.98
20/09/2006,100,1.12
20/09/2006,500,0.86
20/09/2006,1000,0.99
11/10/2006,2500,
11/10/2006,100,1.25
11/10/2006,1000,1.14
11/10/2006,500,1.16
11/10/2006,1500,
11/10/2006,2000,
14/11/2006,500,1.4
14/11/2006,1500,1.41
14/11/2006,1000,1.4
14/11/2006,2000,3.08
14/11/2006,100,1.46
14/11/2006,2500,4.68
12/12/2006,2500,1.64
12/12/2006,1000,1.76
12/12/2006,500,1.5
12/12/2006,100,1.6
12/12/2006,1500,1.52
12/12/2006,2000,1.56
22/02/2007,2500,1.46
22/02/2007,2000,1.32
22/02/2007,1000,1.45
22/02/2007,1500,1.3
22/02/2007,500,1.58
22/02/2007,100,1.36
15/03/2007,2500,1.2
15/03/2007,100,1.37
15/03/2007,1000,1.07
15/03/2007,1500,1.07
15/03/2007,500,1.58
15/03/2007,2000,1.18
05/04/2007,1000,1.06
05/04/2007,500,1.02
05/04/2007,100,0.88
05/04/2007,2500,0.85
05/04/2007,2000,0.97
05/04/2007,1500,1.01
04/05/2007,500,
04/05/2007,1000,
04/05/2007,2500,
04/05/2007,1500,
04/05/2007,100,
04/05/2007,2000,
14/05/2007,1500,
14/05/2007,100,
14/05/2007,2000,
14/05/2007,2500,
14/05/2007,1000,
14/05/2007,500,
14/06/2007,1500,0.6
14/06/2007,100,0.52
14/06/2007,2000,0.56
14/06/2007,1000,0.73
14/06/2007,500,0.57
14/06/2007,2500,3.04
12/07/2007,100,0.79
12/07/2007,1000,0.86
12/07/2007,1500,1.31
12/07/2007,500,0.85
12/07/2007,2000,1.42
12/07/2007,2500,2.67
16/08/2007,500,0.83
16/08/2007,1500,1.4
16/08/2007,2500,2.31
16/08/2007,100,0.95
16/08/2007,1000,1.17
16/08/2007,2000,1.83
12/09/2007,2500,4.78
12/09/2007,100,1.32
12/09/2007,1500,1.64
12/09/2007,500,1.3
12/09/2007,1000,1.17
12/09/2007,2000,3.42
16/10/2007,2000,3.01
16/10/2007,100,1.26
16/10/2007,500,1.3
16/10/2007,1500,1.98
16/10/2007,2500,3.85
16/10/2007,1000,1.41
13/11/2007,500,2.2
13/11/2007,2500,3.31
13/11/2007,2000,2.15
13/11/2007,1500,1.65
13/11/2007,100,1.58
13/11/2007,1000,1.76
11/12/2007,100,1.2
11/12/2007,2500,1.37
11/12/2007,1000,1.22
11/12/2007,1500,1.3
11/12/2007,500,1.33
11/12/2007,2000,1.37
17/01/2008,1500,1.27
17/01/2008,2500,1.33
17/01/2008,100,1.24
17/01/2008,1000,1.32
17/01/2008,500,1.27
17/01/2008,2000,1.22
19/02/2008,1500,0.91
19/02/2008,500,1.22
19/02/2008,2000,1.07
19/02/2008,100,1.17
19/02/2008,1000,1.24
19/02/2008,2500,1.07
16/04/2008,100,0.63
16/04/2008,1500,0.45
16/04/2008,1000,0.58
16/04/2008,500,0.62
16/04/2008,2000,0.46
16/04/2008,2500,1.22
20/05/2008,500,0.6
20/05/2008,1500,0.69
20/05/2008,2500,1.05
20/05/2008,100,0.5
20/05/2008,2000,0.8
20/05/2008,1000,0.47
24/06/2008,1000,0.65
24/06/2008,1500,0.85
24/06/2008,2500,1.43
24/06/2008,2000,1.01
24/06/2008,500,0.62
24/06/2008,100,0.51
09/07/2008,500,0.72
09/07/2008,1000,0.79
09/07/2008,100,0.67
09/07/2008,1500,0.76
09/07/2008,2500,2.21
09/07/2008,2000,0.96
19/08/2008,500,0.75
19/08/2008,1000,0.85
19/08/2008,2500,3.14
19/08/2008,1500,1.08
19/08/2008,2000,1.59
19/08/2008,100,0.63
15/09/2008,2500,
15/09/2008,1500,
15/09/2008,100,
15/09/2008,500,
15/09/2008,1000,
15/09/2008,2000,
16/09/2008,2500,
16/09/2008,500,
16/09/2008,1000,
16/09/2008,100,
16/09/2008,2000,
16/09/2008,1500,
17/09/2008,100,1.21
17/09/2008,1500,0.98
17/09/2008,2000,2.09
17/09/2008,1000,1.02
17/09/2008,500,1.09
17/09/2008,2500,4.4
18/09/2008,2500,
18/09/2008,1500,
18/09/2008,1000,
18/09/2008,500,
18/09/2008,2000,
18/09/2008,100,
27/10/2008,1500,1.61
27/10/2008,2000,1.3
27/10/2008,2500,1.17
27/10/2008,100,1.72
27/10/2008,1000,1.79
27/10/2008,500,1.67
17/11/2008,100,1.54
17/11/2008,500,1.5
17/11/2008,1500,1.72
17/11/2008,2500,1.7
17/11/2008,2000,1.76
17/11/2008,1000,1.47
08/12/2008,500,
08/12/2008,1000,
08/12/2008,100,
08/12/2008,2500,
08/12/2008,1500,
08/12/2008,2000,
19/01/2009,1500,1.47
19/01/2009,2500,1.44
19/01/2009,500,1.31
19/01/2009,100,1.23
19/01/2009,2000,1.5
19/01/2009,1000,1.41
19/01/2009,100,1.23
19/01/2009,500,1.31
19/01/2009,1000,1.41
19/01/2009,1500,1.47
19/01/2009,2000,1.5
19/01/2009,2500,1.44
10/02/2009,100,1.38
10/02/2009,500,1.14
10/02/2009,1000,1.3
10/02/2009,1500,1.28
10/02/2009,2000,1.28
10/02/2009,2500,1.28
02/03/2009,100,0.71
02/03/2009,500,0.61
02/03/2009,1000,0.68
02/03/2009,1500,0.81
02/03/2009,2000,1.01
02/03/2009,2500,1.33
24/04/2009,100,0.59
24/04/2009,500,0.58
24/04/2009,1000,0.65
24/04/2009,1500,0.59
24/04/2009,2000,0.54
24/04/2009,2500,0.88
20/05/2009,100,0.7
20/05/2009,500,0.65
20/05/2009,1000,0.65
20/05/2009,1500,1.09
20/05/2009,2000,1.11
20/05/2009,2500,1.42
23/06/2009,100,0.67
23/06/2009,500,0.65
23/06/2009,1000,0.65
23/06/2009,1500,0.9
23/06/2009,2000,1.18
23/06/2009,2500,1.45
14/07/2009,100,0.53
14/07/2009,500,0.65
14/07/2009,1000,0.72
14/07/2009,1500,0.87
14/07/2009,2000,1.16
14/07/2009,2500,1.42
20/08/2009,100,0.5
20/08/2009,500,0.53
20/08/2009,1000,0.8
20/08/2009,1500,1.3
20/08/2009,2000,1.58
20/08/2009,2500,2.18
15/09/2009,100,0.76
15/09/2009,500,0.78
15/09/2009,1000,0.7
15/09/2009,1500,0.76
15/09/2009,2000,2.03
15/09/2009,2500,2.77
19/10/2009,100,1.21
19/10/2009,500,1.15
19/10/2009,1000,1.09
19/10/2009,1500,1.09
19/10/2009,2000,1.15
19/10/2009,2500,1.17
04/11/2009,0,
15/12/2009,100,0.85
15/12/2009,500,0.79
15/12/2009,1000,0.88
15/12/2009,1500,1.04
15/12/2009,2000,1.14
15/12/2009,2500,0.3
19/01/2010,100,0.95
19/01/2010,500,0.98
19/01/2010,1000,1.04
19/01/2010,1500,1.03
19/01/2010,2000,1.15
19/01/2010,2500,1.44
11/02/2010,0,
19/03/2010,100,0.59
19/03/2010,500,0.55
19/03/2010,1000,0.55
19/03/2010,1500,0.82
19/03/2010,2000,1.03
19/03/2010,2500,1.04
26/04/2010,100,0.48
26/04/2010,500,0.78
26/04/2010,1000,0.41
26/04/2010,1500,0.6
26/04/2010,2000,0.78
26/04/2010,2500,0.97
19/05/2010,100,0.36
19/05/2010,500,0.31
19/05/2010,1000,0.37
19/05/2010,1500,0.45
19/05/2010,2000,1.1
19/05/2010,2500,1.4
02/06/2010,100,0.37
02/06/2010,500,0.35
02/06/2010,1000,0.41
02/06/2010,1500,0.72
02/06/2010,2000,0.93
02/06/2010,2500,1.79
01/07/2010,100,0.28
01/07/2010,500,0.27
01/07/2010,1000,0.35
01/07/2010,1500,0.44
01/07/2010,2000,0.85
01/07/2010,2500,2.46
10/08/2010,100,0.4
10/08/2010,500,0.33
10/08/2010,1000,0.32
10/08/2010,1500,0.61
10/08/2010,2000,1.38
10/08/2010,2500,2.19
21/09/2010,100,0.55
21/09/2010,500,0.49
21/09/2010,1000,0.6
21/09/2010,1500,0.93
21/09/2010,2000,2.42
21/09/2010,2500,3.7
13/10/2010,100,0.52
13/10/2010,500,0.53
13/10/2010,1000,0.46
13/10/2010,1500,0.57
13/10/2010,2000,1.34
13/10/2010,2500,4.21
16/11/2010,100,1.24
16/11/2010,500,1.37
16/11/2010,1000,1.56
16/11/2010,1500,1.59
16/11/2010,2000,1.49
16/11/2010,2500,1.45
03/12/2010,0,
19/01/2011,0,
18/02/2011,100,1.04
18/02/2011,500,1.12
18/02/2011,1000,1.12
18/02/2011,1500,1.11
18/02/2011,2000,1.11
18/02/2011,2500,0.99
08/03/2011,100,1.22
08/03/2011,500,0.82
08/03/2011,1000,0.92
08/03/2011,1500,0.73
08/03/2011,2000,0.92
08/03/2011,2500,1.07
19/04/2011,100,0.65
19/04/2011,500,0.8
19/04/2011,1000,0.6
19/04/2011,1500,0.52
19/04/2011,2000,0.65
19/04/2011,2500,0.68
13/05/2011,100,0.49
13/05/2011,500,0.58
13/05/2011,1000,0.59
13/05/2011,1500,0.52
13/05/2011,2000,0.75
13/05/2011,2500,0.73
21/06/2011,100,0.43
21/06/2011,500,0.47
21/06/2011,1000,0.42
21/06/2011,1500,0.74
21/06/2011,2000,1.08
21/06/2011,2500,1.16
25/07/2011,100,0.42
25/07/2011,500,0.62
25/07/2011,1000,0.61
25/07/2011,1500,0.76
25/07/2011,2000,0.88
25/07/2011,2500,1.08
01/08/2011,100,0.48
01/08/2011,500,0.55
01/08/2011,1000,0.56
01/08/2011,1500,0.7
01/08/2011,2000,1.46
01/08/2011,2500,1.25
01/08/2011,900,
01/08/2011,2800,
21/09/2011,100,1.18
21/09/2011,500,1.26
21/09/2011,1000,1.78
21/09/2011,1500,1.88
21/09/2011,2000,2.45
21/09/2011,2500,2.64
21/09/2011,2750,
13/10/2011,0,
18/10/2011,0,
21/10/2011,0,
08/11/2011,100,1.3
08/11/2011,500,1.31
08/11/2011,1000,1.26
08/11/2011,1500,1.29
08/11/2011,2000,1.25
08/11/2011,2500,2.35
08/11/2011,2700,
09/12/2011,0,
11/01/2012,100,1.01
11/01/2012,500,1.08
11/01/2012,1000,1.07
11/01/2012,1500,0.98
11/01/2012,2000,1.07
11/01/2012,2500,1.07
11/01/2012,2700,
13/02/2012,0,
13/03/2012,100,0.77
13/03/2012,500,0.85
13/03/2012,1000,0.68
13/03/2012,1500,0.73
13/03/2012,2000,0.99
13/03/2012,2500,1.09
10/04/2012,100,
10/04/2012,500,
10/04/2012,1000,
10/04/2012,1500,
10/04/2012,2000,
10/04/2012,2500,
14/05/2012,100,0.38
14/05/2012,500,
14/05/2012,1000,0.39
14/05/2012,1500,0.42
14/05/2012,2000,0.58
14/05/2012,2500,0.61
26/06/2012,100,0.47
26/06/2012,500,0.51
26/06/2012,1000,0.52
26/06/2012,1500,0.9
26/06/2012,2000,
26/06/2012,2500,1.1
16/07/2012,100,0.38
16/07/2012,500,0.37
16/07/2012,1000,0.42
16/07/2012,1500,0.64
16/07/2012,2000,0.77
16/07/2012,2500,1.53
07/08/2012,100,0.52
07/08/2012,500,
07/08/2012,1000,0.54
07/08/2012,1500,0.69
07/08/2012,2000,
07/08/2012,2500,1.07
27/09/2012,100,1.73
27/09/2012,500,0.57
27/09/2012,1000,0.54
27/09/2012,1500,0.56
27/09/2012,2000,0.58
27/09/2012,2500,0.59
02/10/2012,100,1.87
02/10/2012,500,1.93
02/10/2012,1000,2.04
02/10/2012,1500,2.04
02/10/2012,2000,3.78
02/10/2012,2500,3.62
06/11/2012,100,1.4
06/11/2012,500,1.38
06/11/2012,1000,1.48
06/11/2012,1500,1.46
06/11/2012,2000,1.43
06/11/2012,2500,3.74
04/12/2012,100,1.44
04/12/2012,500,1.48
04/12/2012,1000,1.39
04/12/2012,1500,1.45
04/12/2012,2000,1.71
04/12/2012,2500,1.77
01/01/2013,0,
06/02/2013,100,1.1
06/02/2013,500,1.16
06/02/2013,1000,1.15
06/02/2013,1500,1.28
06/02/2013,2000,1.35
06/02/2013,2500,1.12
05/03/2013,100,0.86
05/03/2013,500,1.05
05/03/2013,1000,1.13
05/03/2013,1500,1.02
05/03/2013,2000,1.12
05/03/2013,2500,1.08
03/04/2013,100,0.67
03/04/2013,500,0.99
03/04/2013,1000,0.82
03/04/2013,1500,1.04
03/04/2013,2000,1.19
03/04/2013,2500,1.04
24/05/2013,100,0.33
24/05/2013,500,0.34
24/05/2013,1000,0.33
24/05/2013,1500,0.52
24/05/2013,2000,0.89
24/05/2013,2500,0.93
04/06/2013,100,0.31
04/06/2013,500,0.41
04/06/2013,1000,0.3
04/06/2013,1500,0.34
04/06/2013,2000,0.8
04/06/2013,2500,0.91
04/07/2013,100,0.28
04/07/2013,500,0.28
04/07/2013,1000,0.72
04/07/2013,1500,0.81
04/07/2013,2000,1.04
04/07/2013,2500,0.93
28/08/2013,100,0.4
28/08/2013,500,0.83
28/08/2013,1000,0.69
28/08/2013,1500,0.74
28/08/2013,2000,0.97
28/08/2013,2500,1.45
24/09/2013,100,0.51
24/09/2013,500,0.55
24/09/2013,1000,0.62
24/09/2013,1500,0.68
24/09/2013,2000,1.22
24/09/2013,2500,3.06
01/10/2013,100,0.68
01/10/2013,500,0.83
01/10/2013,1000,0.82
01/10/2013,1500,1.99
01/10/2013,2000,2.22
01/10/2013,2500,5.7
05/11/2013,100,1.67
05/11/2013,500,1.65
05/11/2013,1000,1.45
05/11/2013,1500,1.22
05/11/2013,2000,1.1
05/11/2013,2500,1.1
03/12/2013,100,1
03/12/2013,500,1.02
03/12/2013,1000,0.93
03/12/2013,1500,1.19
03/12/2013,2000,0.42
03/12/2013,2500,0.53
25/02/2014,100,0.85
25/02/2014,500,0.89
25/02/2014,1000,0.86
25/02/2014,1500,0.94
25/02/2014,2000,1.03
25/02/2014,2500,0.99
05/03/2014,100,0.85
05/03/2014,500,0.98
05/03/2014,1000,0.99
05/03/2014,1500,1
05/03/2014,2000,1.11
05/03/2014,2500,1.13
15/04/2014,100,0.58
15/04/2014,500,0.51
15/04/2014,1000,0.52
15/04/2014,1500,0.57
15/04/2014,2000,0.52
15/04/2014,2500,0.57
07/05/2014,100,0.56
07/05/2014,500,0.57
07/05/2014,1000,0.47
07/05/2014,1500,0.09
07/05/2014,2000,0.59
07/05/2014,2500,0.43
21/06/2014,100,0.53
21/06/2014,500,0.47
21/06/2014,1000,0.42
21/06/2014,1500,0.5
21/06/2014,2000,0.62
21/06/2014,2500,0.66
08/07/2014,100,0.39
08/07/2014,500,0.32
08/07/2014,1000,0.44
08/07/2014,1500,0.54
08/07/2014,2000,0.67
08/07/2014,2500,0.99
28/08/2014,100,0.38
28/08/2014,500,0.59
28/08/2014,1000,1.29
28/08/2014,1500,1.12
28/08/2014,2000,1.4
28/08/2014,2500,1.75
23/09/2014,100,0.72
23/09/2014,500,0.62
23/09/2014,1000,0.59
23/09/2014,1500,0.59
23/09/2014,2000,0.7
23/09/2014,2500,11.8
21/10/2014,100,1.13
21/10/2014,500,1.02
21/10/2014,1000,1.09
21/10/2014,1500,1.09
21/10/2014,2000,1.87
21/10/2014,2500,11
18/11/2014,100,1.66
18/11/2014,500,1.55
18/11/2014,1000,1.57
18/11/2014,1500,1.63
18/11/2014,2000,1.56
18/11/2014,2500,1.73
16/12/2014,100,1.37
16/12/2014,500,1.39
16/12/2014,1000,1.42
16/12/2014,1500,1.39
16/12/2014,2000,1.53
16/12/2014,2500,1.42
06/01/2015,100,1.17
06/01/2015,500,1.14
06/01/2015,1000,1.1
06/01/2015,1500,1.17
06/01/2015,2000,1.2
06/01/2015,2500,1.15
23/02/2015,100,0.66
23/02/2015,500,0.83
23/02/2015,1000,0.87
23/02/2015,1500,0.94
23/02/2015,2000,0.98
23/02/2015,2500,1.01
17/03/2015,100,0.46
17/03/2015,500,0.46
17/03/2015,1000,0.47
17/03/2015,1500,0.44
17/03/2015,2000,0.64
17/03/2015,2500,0.84
21/04/2015,100,0.45
21/04/2015,500,0.46
21/04/2015,1000,0.47
21/04/2015,1500,0.39
21/04/2015,2000,0.55
21/04/2015,2500,0.67
12/05/2015,100,0.41
12/05/2015,500,0.44
12/05/2015,1000,0.46
12/05/2015,1500,0.44
12/05/2015,2000,0.64
12/05/2015,2500,0.72
04/06/2015,100,0.56
04/06/2015,500,0.53
04/06/2015,1000,0.77
04/06/2015,1500,0.83
04/06/2015,2000,1.22
04/06/2015,2500,1.15
21/06/2015,100,0.41
21/06/2015,500,0.41
21/06/2015,1000,0.45
21/06/2015,1500,0.44
21/06/2015,2000,0.52
21/06/2015,2500,0.88
14/07/2015,100,0.5
14/07/2015,500,0.49
14/07/2015,1000,0.66
14/07/2015,1500,0.62
14/07/2015,2000,0.69
14/07/2015,2500,0.74
04/08/2015,100,0.46
04/08/2015,500,0.43
04/08/2015,1000,0.66
04/08/2015,1500,0.72
04/08/2015,2000,0.98
04/08/2015,2500,1.13
10/09/2015,100,0.89
10/09/2015,500,0.88
10/09/2015,1000,0.66
10/09/2015,1500,0.88
10/09/2015,2000,1.89
10/09/2015,2500,2.6
15/10/2015,0,
05/11/2015,100,1.15
05/11/2015,500,1.11
05/11/2015,1000,1.29
05/11/2015,1500,1.65
05/11/2015,2000,4.2
05/11/2015,2500,6.32
08/12/2015,100,1.31
08/12/2015,500,1.36
08/12/2015,1000,1.39
08/12/2015,1500,1.38
08/12/2015,2000,1.26
08/12/2015,2500,1.28
05/01/2016,0,
09/02/2016,0,
08/03/2016,100,
08/03/2016,2640,
08/03/2016,500,0.53
08/03/2016,1000,0.76
08/03/2016,1500,1.04
08/03/2016,2000,0.94
08/03/2016,2500,1.12
12/04/2016,100,0.42
12/04/2016,500,0.5
12/04/2016,1000,0.5
12/04/2016,1500,0.51
12/04/2016,2000,0.94
12/04/2016,2500,1.27
03/05/2016,100,0.44
03/05/2016,500,0.46
03/05/2016,1000,1.06
03/05/2016,1500,1.37
03/05/2016,2000,0.92
03/05/2016,2500,1.08
01/06/2016,100,0.54
01/06/2016,500,0.54
01/06/2016,1000,0.59
01/06/2016,1500,0.51
01/06/2016,2000,0.69
01/06/2016,2500,1.39
21/06/2016,0,
05/07/2016,100,0.49
05/07/2016,500,0.64
05/07/2016,1000,0.75
05/07/2016,1500,0.84
05/07/2016,2000,1.27
05/07/2016,2500,1.32
03/08/2016,100,0.46
03/08/2016,500,0.66
03/08/2016,1000,0.5
03/08/2016,1500,0.67
03/08/2016,2000,1.22
03/08/2016,2500,1.78
21/09/2016,100,0.24
21/09/2016,500,0.16
21/09/2016,1000,0.13
21/09/2016,1500,0.1
21/09/2016,2000,0.08
21/09/2016,2500,0.08
19/10/2016,100,
19/10/2016,500,
19/10/2016,1000,
19/10/2016,1500,
19/10/2016,2000,
19/10/2016,2500,
08/11/2016,100,0.52
08/11/2016,500,0.75
08/11/2016,1000,0.89
08/11/2016,1500,0.92
08/11/2016,2000,1.44
08/11/2016,2500,9.7
06/12/2016,100,0.92
06/12/2016,500,0.95
06/12/2016,1000,0.98
06/12/2016,1500,1.26
06/12/2016,2000,2.6
06/12/2016,2500,4.43
10/01/2017,100,1.19
10/01/2017,500,1.25
10/01/2017,1000,1.25
10/01/2017,1500,1.39
10/01/2017,2000,1.22
10/01/2017,2500,1.17
21/02/2017,0,
13/03/2017,100,0.7
13/03/2017,500,0.66
13/03/2017,1000,0.94
13/03/2017,1500,1.04
13/03/2017,2000,0.98
13/03/2017,2500,1.02
10/04/2017,100,0.72
10/04/2017,500,0.68
10/04/2017,1000,0.71
10/04/2017,1500,0.5
10/04/2017,2000,1.08
10/04/2017,2500,1.05
03/05/2017,0,
21/06/2017,100,0.34
21/06/2017,500,0.39
21/06/2017,1000,0.38
21/06/2017,1500,0.47
21/06/2017,2000,0.79
21/06/2017,2500,1.07
17/07/2017,100,0.35
17/07/2017,500,0.37
17/07/2017,1000,0.49
17/07/2017,1500,0.72
17/07/2017,2000,0.99
17/07/2017,2500,1.13
01/08/2017,100,0.33
01/08/2017,500,0.35
01/08/2017,1000,0.45
01/08/2017,1500,0.5
01/08/2017,2000,0.68
01/08/2017,2500,1.1
12/09/2017,100,1.26
12/09/2017,500,1.58
12/09/2017,1000,2.06
12/09/2017,1500,1.97
12/09/2017,2000,2.14
12/09/2017,2500,2.36
24/10/2017,100,
24/10/2017,2500,
24/10/2017,500,1.76
24/10/2017,1000,2.36
24/10/2017,1500,1.48
24/10/2017,2000,1.76
09/11/2017,100,
09/11/2017,2500,
09/11/2017,500,0.98
09/11/2017,1000,1.01
09/11/2017,1500,0.93
09/11/2017,2000,1.09
19/12/2017,100,0.87
19/12/2017,500,0.94
19/12/2017,1000,0.93
19/12/2017,1500,1.03
19/12/2017,2000,0.88
19/12/2017,2500,1.04
10/01/2018,100,0.8
10/01/2018,500,0.87
10/01/2018,1000,0.86
10/01/2018,1500,0.91
10/01/2018,2000,0.97
10/01/2018,2500,0.79
20/02/2018,100,1.01
20/02/2018,500,2.57
20/02/2018,1000,1.01
20/02/2018,1500,1.21
20/02/2018,2000,2.98
20/02/2018,2500,0.97
26/03/2018,100,0.5
26/03/2018,500,0.44
26/03/2018,1000,0.39
26/03/2018,1500,0.4
26/03/2018,2000,0.47
26/03/2018,2500,0.43
18/04/2018,100,0.52
18/04/2018,500,0.32
18/04/2018,1000,0.29
18/04/2018,1500,0.37
18/04/2018,2000,0.29
18/04/2018,2500,0.35
08/05/2018,100,0.44
08/05/2018,500,0.31
08/05/2018,1000,0.35
08/05/2018,1500,0.39
08/05/2018,2000,0.4
08/05/2018,2500,0.47
21/06/2018,100,0.34
21/06/2018,500,0.4
21/06/2018,1000,0.51
21/06/2018,1500,0.67
21/06/2018,2000,0.73
21/06/2018,2500,1.1
12/07/2018,0,
01/08/2018,100,0.5
01/08/2018,2500,2.32
01/08/2018,500,0.48
01/08/2018,1000,1.02
01/08/2018,1500,1.08
01/08/2018,2000,1.23
20/09/2018,100,2.41
20/09/2018,500,1.39
20/09/2018,1000,1.74
20/09/2018,1500,2.95
20/09/2018,2000,3.6
20/09/2018,2500,6.6
20/09/2018,1450,
18/10/2018,100,1.4
18/10/2018,500,8.1
18/10/2018,1000,1.67
18/10/2018,1500,1.46
18/10/2018,2000,1.85
18/10/2018,2500,2.16
13/11/2018,100,1.7
13/11/2018,500,1.41
13/11/2018,1000,1.3
13/11/2018,1500,1.49
13/11/2018,2000,1.8
13/11/2018,2500,2.28
12/12/2018,100,1.1
12/12/2018,500,1.14
12/12/2018,1000,1.09
12/12/2018,1500,1.02
12/12/2018,2000,1.08
12/12/2018,2500,1.21
08/01/2019,0,
26/02/2019,100,0.53
26/02/2019,500,1.11
26/02/2019,1000,0.87
26/02/2019,1500,7.4
26/02/2019,2000,1.41
26/02/2019,2500,1.25
20/03/2019,100,0.34
20/03/2019,500,0.42
20/03/2019,1000,0.55
20/03/2019,1500,0.79
20/03/2019,2000,0.88
20/03/2019,2500,1.08
24/04/2019,100,0.33
24/04/2019,500,0.31
24/04/2019,1000,0.36
24/04/2019,1500,0.41
24/04/2019,2000,0.44
